census_village_code_2011,census_village_code_2001,source__census_2001_codes__stc_2001,source__census_2001_codes__dtc_2001,source__census_2001_codes__sub_dt_2001,source__census_2001_codes__plcn_2001,source__census_2001_codes__name_of_state_districts_sub_distts_villages_2001,source__mdds_e_governance_code_census_2011_plcn__mdds_stc,source__mdds_e_governance_code_census_2011_plcn__mdds_dtc,source__mdds_e_governance_code_census_2011_plcn__mdds_sub_dt,source__mdds_e_governance_code_census_2011_plcn__mdds_plcn,source__mdds_e_governance_code_census_2011_plcn__mdds_name_of_state_district_sub_distts_villages,source_sheet,source_2011_code_column,source_2001_code_column,village_name_2011,match_status,reference_year,source_id,observation_type,quality_class,source_sha256,source_file
353459,01069900,20,07,0002,01069900,Kherwa,20,350,02546,353459,Kherwa,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Kherwa,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353460,01070000,20,07,0002,01070000,Jamua,20,350,02546,353460,Jamua,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Jamua,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353461,01070100,20,07,0002,01070100,Kisnidih,20,350,02546,353461,Kisnidih,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Kisnidih,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353462,01070200,20,07,0002,01070200,Narhipakariya,20,350,02546,353462,Narhipakariya,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Narhipakariya,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353463,01070300,20,07,0002,01070300,Chihardhandhiya,20,350,02546,353463,Chihardhandhiya,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Chihardhandhiya,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353464,01070400,20,07,0002,01070400,Dhakodih,20,350,02546,353464,Dhakodih,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Dhakodih,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353465,01070500,20,07,0002,01070500,Bhagtadih,20,350,02546,353465,Bhagtadih,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Bhagtadih,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353466,01070600,20,07,0002,01070600,Bandh Agar,20,350,02546,353466,Bandh Agar,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Bandh Agar,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353467,01070700,20,07,0002,01070700,Gaura,20,350,02546,353467,Gaura,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Gaura,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353468,01070800,20,07,0002,01070800,Dahua,20,350,02546,353468,Dahua,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Dahua,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353469,01070900,20,07,0002,01070900,Bhorajamuan,20,350,02546,353469,Bhorajamuan,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Bhorajamuan,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353470,01071000,20,07,0002,01071000,Gorsingha,20,350,02546,353470,Gorsingha,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Gorsingha,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353471,01071100,20,07,0002,01071100,Sirsa,20,350,02546,353471,Sirsa,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Sirsa,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353472,01071200,20,07,0002,01071200,Nawadih,20,350,02546,353472,Nawadih,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Nawadih,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353473,01071300,20,07,0002,01071300,Narhipakariya Chhit,20,350,02546,353473,Narhipakariya Chhit,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Narhipakariya Chhit,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353474,01071400,20,07,0002,01071400,Bara,20,350,02546,353474,Bara,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Bara,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353475,01071500,20,07,0002,01071500,Ranga,20,350,02546,353475,Ranga,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Ranga,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353476,01071600,20,07,0002,01071600,Harila,20,350,02546,353476,Harila,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Harila,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353477,01071700,20,07,0002,01071700,Harkata,20,350,02546,353477,Harkata,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Harkata,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353478,01071800,20,07,0002,01071800,Chihutiya,20,350,02546,353478,Chihutiya,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Chihutiya,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353479,01071900,20,07,0002,01071900,Kusmatilha,20,350,02546,353479,Kusmatilha,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Kusmatilha,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353480,01072000,20,07,0002,01072000,Mednidih,20,350,02546,353480,Mednidih,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Mednidih,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353481,01072100,20,07,0002,01072100,Dhawatanr,20,350,02546,353481,Dhawatanr,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Dhawatanr,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353482,01072200,20,07,0002,01072200,Biarajpur,20,350,02546,353482,Biarajpur,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Biarajpur,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353483,01072300,20,07,0002,01072300,Kabilaspur,20,350,02546,353483,Kabilaspur,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Kabilaspur,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353484,01072500,20,07,0002,01072500,Baghmari,20,350,02546,353484,Baghmari,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Baghmari,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353485,01072600,20,07,0002,01072600,Tharhi,20,350,02546,353485,Tharhi,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Tharhi,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353486,01072700,20,07,0002,01072700,Bandra Chhit,20,350,02546,353486,Bandra Chhit,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Bandra Chhit,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353487,01072800,20,07,0002,01072800,Bandra,20,350,02546,353487,Bandra,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Bandra,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353488,01072900,20,07,0002,01072900,Athmuria,20,350,02546,353488,Athmuria,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Athmuria,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353489,01073000,20,07,0002,01073000,Malhara,20,350,02546,353489,Malhara,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Malhara,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353490,01073100,20,07,0002,01073100,Bhairwatanr,20,350,02546,353490,Bhairwatanr,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Bhairwatanr,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353491,01073200,20,07,0002,01073200,Masuriya,20,350,02546,353491,Masuriya,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Masuriya,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353492,01073300,20,07,0002,01073300,Tarabad,20,350,02546,353492,Tarabad,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Tarabad,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353493,01073400,20,07,0002,01073400,Suthaniya,20,350,02546,353493,Suthaniya,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Suthaniya,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353494,01073500,20,07,0002,01073500,Mahat Baindih,20,350,02546,353494,Mahat Baindih,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Mahat Baindih,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353495,01073600,20,07,0002,01073600,Chauphal,20,350,02546,353495,Chauphal,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Chauphal,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353496,01073700,20,07,0002,01073700,Teliya Chak,20,350,02546,353496,Teliya Chak,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Teliya Chak,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353497,01073800,20,07,0002,01073800,Dumarthar,20,350,02546,353497,Dumarthar,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Dumarthar,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353498,01073900,20,07,0002,01073900,Amgachhi,20,350,02546,353498,Amgachhi,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Amgachhi,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353499,01074000,20,07,0002,01074000,Singardih,20,350,02546,353499,Singardih,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Singardih,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353500,01074100,20,07,0002,01074100,Patharchapti,20,350,02546,353500,Patharchapti,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Patharchapti,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353501,01074200,20,07,0002,01074200,Birhabaran,20,350,02546,353501,Birhabaran,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Birhabaran,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353502,01074300,20,07,0002,01074300,Rangamodichak,20,350,02546,353502,Rangamodichak,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Rangamodichak,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353503,01074400,20,07,0002,01074400,Baliyadah,20,350,02546,353503,Baliyadah,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Baliyadah,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353504,01074500,20,07,0002,01074500,Latwabaran,20,350,02546,353504,Latwabaran,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Latwabaran,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353505,01074600,20,07,0002,01074600,Dhibrisar,20,350,02546,353505,Dhibrisar,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Dhibrisar,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353506,01074700,20,07,0002,01074700,Barmasiya,20,350,02546,353506,Barmasiya,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Barmasiya,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353507,01074800,20,07,0002,01074800,Chhota Janaki,20,350,02546,353507,Chhota Janaki,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Chhota Janaki,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353508,01074900,20,07,0002,01074900,Kathia Janaki,20,350,02546,353508,Kathia Janaki,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Kathia Janaki,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353509,01075000,20,07,0002,01075000,Dharhi Kolhariya,20,350,02546,353509,Dharhi Kolhariya,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Dharhi Kolhariya,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353510,01075100,20,07,0002,01075100,Ranga,20,350,02546,353510,Ranga,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Ranga,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353511,01075200,20,07,0002,01075200,Jogiyakanali,20,350,02546,353511,Jogiyakanali,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Jogiyakanali,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353512,01075300,20,07,0002,01075300,Amlawa,20,350,02546,353512,Amlawa,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Amlawa,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353513,01075400,20,07,0002,01075400,Dariadih Urf Bandarbona,20,350,02546,353513,Dariadih Urf Bandarbona,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Dariadih Urf Bandarbona,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353514,01075500,20,07,0002,01075500,Simrakita,20,350,02546,353514,Simrakita,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Simrakita,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353515,01075600,20,07,0002,01075600,Katahara,20,350,02546,353515,Katahara,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Katahara,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353516,01075700,20,07,0002,01075700,Rupaidih,20,350,02546,353516,Rupaidih,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Rupaidih,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353517,01075800,20,07,0002,01075800,Mohnakanali,20,350,02546,353517,Mohnakanali,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Mohnakanali,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353518,01075900,20,07,0002,01075900,Barakala,20,350,02546,353518,Barakala,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Barakala,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353519,01076000,20,07,0002,01076000,Mansaraykurwa,20,350,02546,353519,Mansaraykurwa,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Mansaraykurwa,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353520,01076100,20,07,0002,01076100,Lorhibaran,20,350,02546,353520,Lorhibaran,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Lorhibaran,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
353521,01076200,20,07,0002,01076200,Katahara Chhit,20,350,02546,353521,Katahara Chhit,Village Directory,mdds_e_governance_code_census_2011_plcn__mdds_plcn,census_2001_codes__plcn_2001,Katahara Chhit,linked_2001_2011,2001-2011,CENSUS_MDDS_JH_2011,observed_crosswalk,A,2f3c82c05a46f8701f2a6f7496a5d6314ffcefa8ee858bdd9c5d0878858c38a0,Rdir_2001_MDDS_20.xls
