census_village_code_2011,census_village_name_2011,district_code,subdistrict_code,place_id,lgd_village_code_current,lgd_village_name_current,match_method,match_status,census_reference_year,lgd_reference_period,source_id,observation_type,quality_class
354708,Jorasimal,350,02551,JH-VILL-354708,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354709,Sugapahri,350,02551,JH-VILL-354709,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354710,Titihichapar,350,02551,JH-VILL-354710,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354711,Ponridah,350,02551,JH-VILL-354711,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354712,Dengra,350,02551,JH-VILL-354712,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354713,Arjunka,350,02551,JH-VILL-354713,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354714,Chhota Lusiwo,350,02551,JH-VILL-354714,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354715,Baghadabar,350,02551,JH-VILL-354715,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354716,Barbad,350,02551,JH-VILL-354716,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354717,Barsatiya,350,02551,JH-VILL-354717,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354718,Phago,350,02551,JH-VILL-354718,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354719,Chorkata,350,02551,JH-VILL-354719,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354720,Birsinghdih,350,02551,JH-VILL-354720,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354721,Purana  Chhihutiya,350,02551,JH-VILL-354721,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354722,Kanduatanr,350,02551,JH-VILL-354722,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354723,Kishunpur,350,02551,JH-VILL-354723,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354724,Kolhua,350,02551,JH-VILL-354724,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354725,Chatrama,350,02551,JH-VILL-354725,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354726,Girinjori,350,02551,JH-VILL-354726,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354727,Simargara,350,02551,JH-VILL-354727,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354728,Salmandra,350,02551,JH-VILL-354728,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354729,Bagh Sila,350,02551,JH-VILL-354729,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354730,Awrasol,350,02551,JH-VILL-354730,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354731,Domnatanr,350,02551,JH-VILL-354731,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354732,Margomunda,350,02551,JH-VILL-354732,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354733,Kolkha,350,02551,JH-VILL-354733,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354734,Parsiya,350,02551,JH-VILL-354734,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354735,Khajuriyatanr,350,02551,JH-VILL-354735,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354736,Bhoradabar,350,02551,JH-VILL-354736,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354737,Nawadih,350,02551,JH-VILL-354737,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354738,Mahajori,350,02551,JH-VILL-354738,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354739,Barotanr,350,02551,JH-VILL-354739,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354740,Tumbagarha,350,02551,JH-VILL-354740,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354741,Pichhri,350,02551,JH-VILL-354741,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354742,Tiko Pahari,350,02551,JH-VILL-354742,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354743,Akduara,350,02551,JH-VILL-354743,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354744,Duar Pahari,350,02551,JH-VILL-354744,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354745,Nauka Chihutiya,350,02551,JH-VILL-354745,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354746,Rampur,350,02551,JH-VILL-354746,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354747,Aguiya Chak,350,02551,JH-VILL-354747,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354748,Patojori,350,02551,JH-VILL-354748,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354749,Haringarha,350,02551,JH-VILL-354749,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354750,Pipra,350,02551,JH-VILL-354750,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354751,Baijutanr,350,02551,JH-VILL-354751,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354752,Khurkhuriya,350,02551,JH-VILL-354752,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354753,Bhandaro,350,02551,JH-VILL-354753,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354754,Pipratanr,350,02551,JH-VILL-354754,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354755,Naiyadih,350,02551,JH-VILL-354755,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354756,Woldaha,350,02551,JH-VILL-354756,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354757,Laharjori,350,02551,JH-VILL-354757,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354758,Udhodih,350,02551,JH-VILL-354758,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354759,Bahera Pahari,350,02551,JH-VILL-354759,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354760,Tatakjori,350,02551,JH-VILL-354760,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354761,Chhatapathar,350,02551,JH-VILL-354761,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354762,Karanjo,350,02551,JH-VILL-354762,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354763,Charghara,350,02551,JH-VILL-354763,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354764,Ghasko,350,02551,JH-VILL-354764,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354765,Khamarbad,350,02551,JH-VILL-354765,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354766,Kharjori,350,02551,JH-VILL-354766,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354767,Makanpur,350,02551,JH-VILL-354767,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354768,Pandaniya,350,02551,JH-VILL-354768,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354769,Chitnari,350,02551,JH-VILL-354769,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354770,Bandabar,350,02551,JH-VILL-354770,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354771,Barmasiya,350,02551,JH-VILL-354771,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354772,Kano,350,02551,JH-VILL-354772,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354773,Bansjora,350,02551,JH-VILL-354773,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354774,Mahuatanr,350,02551,JH-VILL-354774,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354775,Chamarbigha,350,02551,JH-VILL-354775,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354776,Palojori,350,02551,JH-VILL-354776,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354777,Murlipahari{Bhalsumiya},350,02551,JH-VILL-354777,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354778,Jagidih,350,02551,JH-VILL-354778,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354779,Pachrukhi,350,02551,JH-VILL-354779,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354780,Kheswa,350,02551,JH-VILL-354780,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354781,Dudhani,350,02551,JH-VILL-354781,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354782,Negratanr,350,02551,JH-VILL-354782,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354783,Simra,350,02551,JH-VILL-354783,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354784,Baredih,350,02551,JH-VILL-354784,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354785,Marni,350,02551,JH-VILL-354785,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354786,Lalgar,350,02552,JH-VILL-354786,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354787,Sugipahari,350,02552,JH-VILL-354787,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354788,Kusmaha,350,02552,JH-VILL-354788,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354789,Lerwa,350,02552,JH-VILL-354789,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354790,Nawadih,350,02552,JH-VILL-354790,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354791,Dend,350,02552,JH-VILL-354791,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354792,Baghnadih,350,02552,JH-VILL-354792,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354793,Bara,350,02552,JH-VILL-354793,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354794,Pathraul,350,02552,JH-VILL-354794,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354795,Rautdih,350,02552,JH-VILL-354795,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354796,Bahadurpur,350,02552,JH-VILL-354796,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354797,Chak Bahadurpur,350,02552,JH-VILL-354797,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354798,Sirsia,350,02552,JH-VILL-354798,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354799,Bhitia,350,02552,JH-VILL-354799,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354800,Gorkata,350,02552,JH-VILL-354800,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354801,Simra,350,02552,JH-VILL-354801,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354802,Goradih,350,02552,JH-VILL-354802,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354803,Madhopur,350,02552,JH-VILL-354803,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354804,Sirsa,350,02552,JH-VILL-354804,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354805,Ranga,350,02552,JH-VILL-354805,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354806,Kolhar,350,02552,JH-VILL-354806,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354807,Pathra,350,02552,JH-VILL-354807,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354808,Lakhipur,350,02552,JH-VILL-354808,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354809,Majhiana,350,02552,JH-VILL-354809,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354810,Mahuliabad,350,02552,JH-VILL-354810,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354811,Damaria Chak,350,02552,JH-VILL-354811,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354812,Khamarbad,350,02552,JH-VILL-354812,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354813,Kasaiya,350,02552,JH-VILL-354813,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354814,Barjora,350,02552,JH-VILL-354814,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354815,Dhabna,350,02552,JH-VILL-354815,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354816,Dhakwa,350,02552,JH-VILL-354816,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354817,Dhobna,350,02552,JH-VILL-354817,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354818,Bhabanipur,350,02552,JH-VILL-354818,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354819,Tulsitanr,350,02552,JH-VILL-354819,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354820,Jagadih,350,02552,JH-VILL-354820,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354821,Mohnatanr,350,02552,JH-VILL-354821,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354822,Digbad,350,02552,JH-VILL-354822,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354823,Badiya,350,02552,JH-VILL-354823,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354824,Nawadih,350,02552,JH-VILL-354824,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354825,Jagtopa,350,02552,JH-VILL-354825,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354826,Ambatila,350,02552,JH-VILL-354826,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354827,Mohana Chak,350,02552,JH-VILL-354827,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354828,Jhilua,350,02552,JH-VILL-354828,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354829,Chapariya,350,02552,JH-VILL-354829,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354830,Tekra,350,02552,JH-VILL-354830,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354831,Upar Bilriya,350,02552,JH-VILL-354831,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354832,Het Bilriya,350,02552,JH-VILL-354832,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354833,Tetariya,350,02552,JH-VILL-354833,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354834,Gashuwa,350,02552,JH-VILL-354834,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354835,Pipra,350,02552,JH-VILL-354835,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354836,Dharua,350,02552,JH-VILL-354836,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354837,Majhidih,350,02552,JH-VILL-354837,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354838,Thengadih,350,02552,JH-VILL-354838,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354839,Kondpaka,350,02552,JH-VILL-354839,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354840,Dasdih,350,02552,JH-VILL-354840,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354841,Parsiya,350,02552,JH-VILL-354841,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354842,Sitaluwa,350,02552,JH-VILL-354842,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354843,Patharjor,350,02552,JH-VILL-354843,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354844,Burhikura,350,02552,JH-VILL-354844,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354845,Ganjebari,350,02552,JH-VILL-354845,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354846,Jarua,350,02552,JH-VILL-354846,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354847,Kairakol,350,02552,JH-VILL-354847,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354848,Gajiyadih,350,02552,JH-VILL-354848,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354849,Harhaja,350,02552,JH-VILL-354849,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354850,Joramo,350,02552,JH-VILL-354850,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
354851,Nayachak,350,02552,JH-VILL-354851,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
