district,subdivision,block,panchayat_count,village_count,source_id,as_of,observation_type,quality_class
West Singhbhum,Jagannathpur,Kumardungi,9,60,JH_AH_KOLHAN_ADMIN,2026-09-05,observed_source_snapshot,A
West Singhbhum,Jagannathpur,Majhgaon,12,86,JH_AH_KOLHAN_ADMIN,2026-09-05,observed_source_snapshot,A
West Singhbhum,Jagannathpur,Noamundi,15,68,JH_AH_KOLHAN_ADMIN,2026-09-05,observed_source_snapshot,A
East Singhbhum,Jamshedpur,Boram,12,72,JH_AH_KOLHAN_ADMIN,2026-09-05,observed_source_snapshot,A
East Singhbhum,Jamshedpur,Jamshedpur,55,91,JH_AH_KOLHAN_ADMIN,2026-09-05,observed_source_snapshot,A
East Singhbhum,Jamshedpur,Patamda,15,89,JH_AH_KOLHAN_ADMIN,2026-09-05,observed_source_snapshot,A
East Singhbhum,Jamshedpur,Potka,34,282,JH_AH_KOLHAN_ADMIN,2026-09-05,observed_source_snapshot,A
East Singhbhum,Ghatshila,Bahragora,26,410,JH_AH_KOLHAN_ADMIN,2026-09-05,observed_source_snapshot,A
East Singhbhum,Ghatshila,Chakulia,19,251,JH_AH_KOLHAN_ADMIN,2026-09-05,observed_source_snapshot,A
East Singhbhum,Ghatshila,Dhalbhumgarh,11,107,JH_AH_KOLHAN_ADMIN,2026-09-05,observed_source_snapshot,A
East Singhbhum,Ghatshila,Dumaria,10,89,JH_AH_KOLHAN_ADMIN,2026-09-05,observed_source_snapshot,A
East Singhbhum,Ghatshila,Ghatshila,22,150,JH_AH_KOLHAN_ADMIN,2026-09-05,observed_source_snapshot,A
East Singhbhum,Ghatshila,Gurabandha,8,90,JH_AH_KOLHAN_ADMIN,2026-09-05,observed_source_snapshot,A
East Singhbhum,Ghatshila,Musabani,19,45,JH_AH_KOLHAN_ADMIN,2026-09-05,observed_source_snapshot,A
Saraikela-Kharsawan,Saraikela,Gamharia,20,189,JH_AH_KOLHAN_ADMIN,2026-09-05,observed_source_snapshot,A
Saraikela-Kharsawan,Saraikela,Kharsawan,13,127,JH_AH_KOLHAN_ADMIN,2026-09-05,observed_source_snapshot,A
Saraikela-Kharsawan,Saraikela,Kuchai,10,99,JH_AH_KOLHAN_ADMIN,2026-09-05,observed_source_snapshot,A
Saraikela-Kharsawan,Saraikela,Rajnagar,21,249,JH_AH_KOLHAN_ADMIN,2026-09-05,observed_source_snapshot,A
Saraikela-Kharsawan,Saraikela,Saraikela,14,167,JH_AH_KOLHAN_ADMIN,2026-09-05,observed_source_snapshot,A
Saraikela-Kharsawan,Chandil,Chandil,21,107,JH_AH_KOLHAN_ADMIN,2026-09-05,observed_source_snapshot,A
Saraikela-Kharsawan,Chandil,Ichagarh,14,104,JH_AH_KOLHAN_ADMIN,2026-09-05,observed_source_snapshot,A
Saraikela-Kharsawan,Chandil,Kukru,9,44,JH_AH_KOLHAN_ADMIN,2026-09-05,observed_source_snapshot,A
Saraikela-Kharsawan,Chandil,Nimdih,13,62,JH_AH_KOLHAN_ADMIN,2026-09-05,observed_source_snapshot,A
