place_id,place_type,name,parent_place_id,state_code,state_name,district_code,district_name,subdistrict_code,subdistrict_name,block_code,block_name,panchayat_code,panchayat_name,village_code,village_name,latitude,longitude,valid_from,valid_to,source_id,quality_class,record_status
JH-VILL-348649,village,Masuria,JH-SUBD-02517,20,Jharkhand,347,,02517,,,,,,348649,Masuria,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-SUBD-02518,subdistrict,Chatra,JH-DIST-347,20,Jharkhand,347,,02518,Chatra,,,,,,,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348650,village,Ara,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348650,Ara,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348651,village,Ekauna,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348651,Ekauna,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348652,village,Bhaipur,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348652,Bhaipur,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348653,village,Manatu,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348653,Manatu,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348654,village,Saraia,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348654,Saraia,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348655,village,Lachhanpur,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348655,Lachhanpur,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348656,village,Deoria,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348656,Deoria,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348657,village,Dharampur,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348657,Dharampur,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348658,village,Gandharia,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348658,Gandharia,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348659,village,Panrepura,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348659,Panrepura,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348660,village,Jangi,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348660,Jangi,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348661,village,Nawadih,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348661,Nawadih,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348662,village,Jainpur,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348662,Jainpur,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348663,village,Ramtunda,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348663,Ramtunda,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348664,village,Amdiha,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348664,Amdiha,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348665,village,Loagara,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348665,Loagara,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348666,village,Unta,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348666,Unta,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348667,village,Sanghra,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348667,Sanghra,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348668,village,Dohuri,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348668,Dohuri,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348669,village,Kacha,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348669,Kacha,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348670,village,Charua-Kacha,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348670,Charua-Kacha,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348671,village,Maktama,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348671,Maktama,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348672,village,Karhima,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348672,Karhima,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348673,village,Hasot,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348673,Hasot,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348674,village,Tarob,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348674,Tarob,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348675,village,Lutua,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348675,Lutua,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348676,village,Abukatu,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348676,Abukatu,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348677,village,Dewaria,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348677,Dewaria,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348678,village,Kari,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348678,Kari,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348679,village,Bario,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348679,Bario,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348680,village,Bachdag,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348680,Bachdag,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348681,village,Sel,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348681,Sel,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348682,village,Darha,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348682,Darha,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348683,village,Sehada,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348683,Sehada,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348684,village,Gamhartari,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348684,Gamhartari,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348685,village,Sikid,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348685,Sikid,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348686,village,Raharbar,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348686,Raharbar,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348687,village,Rajgurua,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348687,Rajgurua,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348688,village,Kathaun,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348688,Kathaun,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348689,village,Bansaram,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348689,Bansaram,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348690,village,Kuba,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348690,Kuba,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348691,village,Senduari,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348691,Senduari,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348692,village,Sherpur,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348692,Sherpur,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348693,village,Dudhauri,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348693,Dudhauri,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348694,village,Chetma,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348694,Chetma,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348695,village,Jaled,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348695,Jaled,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348696,village,Sanghri,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348696,Sanghri,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348697,village,Chaudharia,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348697,Chaudharia,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348698,village,Bamhne,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348698,Bamhne,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348699,village,Pakaria,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348699,Pakaria,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348700,village,Mohanadih,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348700,Mohanadih,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348701,village,Ramna,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348701,Ramna,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348702,village,Tunrag,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348702,Tunrag,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348703,village,Sonbigha,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348703,Sonbigha,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348704,village,Kullu,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348704,Kullu,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348705,village,Tapej,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348705,Tapej,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348706,village,Dewaria,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348706,Dewaria,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348707,village,Lipda,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348707,Lipda,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348708,village,Koladih,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348708,Koladih,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348709,village,Jaipur,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348709,Jaipur,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348710,village,Kathautia,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348710,Kathautia,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348711,village,Sajna,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348711,Sajna,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348712,village,Amauna,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348712,Amauna,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348713,village,Larkua,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348713,Larkua,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348714,village,Suraj,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348714,Suraj,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348715,village,Karma,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348715,Karma,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348716,village,Kargu,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348716,Kargu,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348717,village,Pater,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348717,Pater,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348718,village,Mael Alias Sael,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348718,Mael Alias Sael,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348719,village,Khuter,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348719,Khuter,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348720,village,Lutu,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348720,Lutu,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348721,village,Sijua,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348721,Sijua,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348722,village,Tilaia,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348722,Tilaia,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348723,village,Kadle,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348723,Kadle,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348724,village,Nawadih,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348724,Nawadih,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348725,village,Nawada,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348725,Nawada,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348726,village,Nartama,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348726,Nartama,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348727,village,Baraini,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348727,Baraini,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348728,village,Siram,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348728,Siram,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348729,village,Geri,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348729,Geri,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348730,village,Ghurnadih,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348730,Ghurnadih,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348731,village,Sared,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348731,Sared,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348732,village,Ambadih,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348732,Ambadih,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348733,village,Parbat Alias Barahmana,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348733,Parbat Alias Barahmana,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348734,village,Malia,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348734,Malia,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348735,village,Gulhutu,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348735,Gulhutu,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348736,village,Korcha,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348736,Korcha,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348737,village,Bhang,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348737,Bhang,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348738,village,Barhgaon,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348738,Barhgaon,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348739,village,Pharenda,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348739,Pharenda,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348740,village,Badhar,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348740,Badhar,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348741,village,Manatu,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348741,Manatu,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348742,village,Bara,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348742,Bara,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348743,village,Salaia,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348743,Salaia,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348744,village,Sinduari,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348744,Sinduari,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348745,village,Bhagmania,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348745,Bhagmania,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348746,village,Basaria,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348746,Basaria,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348747,village,Pharendi,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348747,Pharendi,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348748,village,Khap,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348748,Khap,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348749,village,Kamat,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348749,Kamat,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348750,village,Girwan,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348750,Girwan,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348751,village,Kasiadih,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348751,Kasiadih,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348752,village,Gorhai,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348752,Gorhai,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348753,village,Banasam,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348753,Banasam,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348754,village,Paradih,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348754,Paradih,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348755,village,Arudana,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348755,Arudana,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348756,village,Mahapur Alias Baulia,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348756,Mahapur Alias Baulia,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348757,village,Pabo,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348757,Pabo,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348758,village,Jalubigha,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348758,Jalubigha,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348759,village,Sonpur,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348759,Sonpur,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348760,village,Madankhap,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348760,Madankhap,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348761,village,Rampur,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348761,Rampur,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348762,village,Bela,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348762,Bela,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348763,village,Haphua,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348763,Haphua,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348764,village,Kasiadih,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348764,Kasiadih,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348765,village,Garwadih,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348765,Garwadih,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348766,village,Tikulia,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348766,Tikulia,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348767,village,Semaria,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348767,Semaria,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348768,village,Nauakhap,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348768,Nauakhap,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348769,village,Donra,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348769,Donra,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348770,village,Nawadih,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348770,Nawadih,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348771,village,Hansbo,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348771,Hansbo,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348772,village,Siwan,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348772,Siwan,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348773,village,Kanrlaga,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348773,Kanrlaga,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348774,village,Obra,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348774,Obra,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348775,village,Kaltikar,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348775,Kaltikar,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348776,village,Damdoia,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348776,Damdoia,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348777,village,Belhar,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348777,Belhar,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348778,village,Rangwara,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348778,Rangwara,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348779,village,Chatania,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348779,Chatania,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348780,village,Lare,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348780,Lare,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348781,village,Sustra,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348781,Sustra,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348782,village,Pundri,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348782,Pundri,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348783,village,Chainpur,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348783,Chainpur,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348784,village,Bhade,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348784,Bhade,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348785,village,Tikar,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348785,Tikar,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348786,village,Changer,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348786,Changer,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348787,village,Sesang,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348787,Sesang,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348788,village,Sanghri,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348788,Sanghri,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348789,village,Kalyan Khap,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348789,Kalyan Khap,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348790,village,Chatnia,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348790,Chatnia,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348791,village,Misraul,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348791,Misraul,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348792,village,Ara,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348792,Ara,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348793,village,Asni Kalan,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348793,Asni Kalan,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348794,village,Asni Khurd,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348794,Asni Khurd,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
JH-VILL-348795,village,Ahuri,JH-SUBD-02518,20,Jharkhand,347,,02518,,,,,,348795,Ahuri,,,2011,,CENSUS_LOCATION_DIR_2011,A,verified_source_ingest
